date,cases,deaths,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-09-22,127969.0,9328.0,,,0.002649079073838195,-0.00032161234991423673,0.0025162344005188754,-0.00032161234991423673
2020-09-23,128512.0,9347.0,,,-8.559511952191236e-05,0.0014978067829250026,-6.225099601593625e-05,0.0
2020-09-24,128993.0,9362.0,,,0.002116393912847984,0.0009613330484939116,-0.00028683727023947036,-0.0007477034821619312
2020-09-25,129481.0,9373.0,,,0.0021084174512090575,-0.0001066894270777766,0.0021393100145967363,0.0001066894270777766
2020-09-26,130050.0,9391.0,,,0.0007920030757401,-0.00010648493238206793,0.0005382545174932718,-0.0008518794590565435
2020-09-27,130642.0,9404.0,,,0.0003980343228058358,-0.0010633772862611655,-0.0002219806800263315,0.0004253509145044662
2020-09-28,131072.0,9415.0,,,0.00064849853515625,0.0009559214020180563,0.0025177001953125,0.00021242697822623473
2020-09-29,131584.0,9423.0,,,-0.00012919503891050584,0.0,0.0018011308365758756,0.0005306165764618487
2020-09-30,132116.0,9456.0,,,2.270731781162009e-05,-0.0014805414551607445,0.00036331708498592145,-0.001692047377326565
2020-10-01,132870.0,9480.0,,,-0.002333107548731843,-0.0016877637130801688,-0.0012568676149619928,0.00010548523206751055
2020-10-02,133631.0,9490.0,,,2.9933174188623896e-05,0.00021074815595363542,4.4899761282935845e-05,0.002107481559536354
2020-10-03,134303.0,9507.0,,,-0.00024571305183056225,-0.000736299568738824,-0.0006552348048814993,0.00042074261070789944
2020-10-04,134947.0,9510.0,,,-0.000600235648069242,0.0014721345951629863,0.0006372872312833928,0.001156677181913775
2020-10-05,135462.0,9530.0,,,0.0018086252971312989,-0.0007345225603357817,0.0023106110938861083,-0.0004197271773347324
2020-10-06,135957.0,9538.0,,,0.0018682377516420633,0.0005242189138184106,0.003537883301337923,-0.00031453134829104634
2020-10-07,136492.0,9557.0,,,0.0003296896521407848,-0.00020927069163963587,0.0012235149312780236,0.0003139060374594538
2020-10-08,136936.0,9565.0,,,0.0010442834608868376,0.0017773131207527444,0.004418122334521236,0.002300052273915316
2020-10-09,137701.0,9577.0,,,1.4524222772528885e-05,0.0018795029758797118,0.002214943972810655,0.0008353346559465386
2020-10-10,138340.0,9587.0,,,-0.00039757120138788493,0.001147387086679879,0.004076911956050311,-0.00010430791697089809
2020-10-11,138903.0,9604.0,,,0.0012022778485705852,-0.0003123698458975427,0.0037004240369178493,0.0008329862557267805
2020-10-12,139663.0,9617.0,,,0.0004868862905708742,0.00031194759280440883,0.003236361813794634,0.0004159301237392118
2020-10-13,140412.0,9630.0,,,0.0016166709398057145,-0.0008307372793354102,0.0036392900891661683,-0.0006230529595015577
2020-10-14,140992.0,9647.0,,,0.000865297321833863,0.000518295843267337,0.004262653200181571,0.0019695242044158808
2020-10-15,141579.0,9672.0,,,0.0032631958129383594,0.0005169561621174524,0.0053609645498273045,0.00020678246484698098
2020-10-16,142346.0,9702.0,,,0.0021286161887232517,-0.0010307153164296021,0.005725485788150001,-0.0006184291898577613
2020-10-17,142930.0,9723.0,,,0.004330791296438816,-0.001234186979327368,0.005918981319527041,-0.0005142445747197367
2020-10-18,143660.0,9737.0,,,0.0024154253097591533,0.0011297114100852418,0.0027913128219406932,0.0008216082982438123
2020-10-19,144488.0,9753.0,,,0.0026576601517081,0.00010253255408592229,9.689385969769116e-05,-0.0006151953245155337
2020-10-20,145464.0,9758.0,,,0.0019523730957487764,0.00020496003279360525,0.0004124731892426992,0.0007173601147776184
2020-10-21,146166.0,9780.0,,,0.0032770959046563497,0.0014314928425357874,0.006923634771424271,0.0005112474437627812
